message,attributes,tags,timestamp
2026-01-21 14:36:27.930 | INFO     | backend.pipeline.stages.source_identity:build_source_identity_from_video:135 - Building identity for SRC_2: Untitled Video...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:28.345650297Z
2026-01-21 14:36:27.930 | INFO     | backend.pipeline.transcript_acquisition:acquire_transcript:279 - Tier 1 (Supadata): https://www.youtube.com/watch?v=fNgRdEpZC50...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:28.345657917Z
2026-01-21 14:36:27.943 | INFO     | backend.integrations.supadata_client:get_transcript:94 - Supadata transcript: https://www.youtube.com/watch?v=fNgRdEpZC50... (mode=native),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:28.345665418Z
"[2026-01-21 14:36:29,444: INFO/ForkPoolWorker-2] HTTP Request: GET https://api.supadata.ai/v1/transcript?url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DfNgRdEpZC50&mode=native&lang=en ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:29.447808294Z
2026-01-21 14:36:29.448 | INFO     | backend.pipeline.transcript_acquisition:acquire_transcript:282 - ✓ Supadata success for https://www.youtube.com/watch?v=fNgRdEpZC50,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:29.451916826Z
2026-01-21 14:36:29.448 | INFO     | backend.pipeline.stages.source_identity:build_source_identity_from_video:154 -   ✓ Transcript acquired via supadata (mode: transcript_grounded),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:29.451929831Z
2026-01-21 14:36:29.448 | INFO     | backend.worker:_run_mixed_input_job:208 - [70f70780-2ae5-4a1a-acd3-514200db5014] Building identity for video: https://www.youtube.com/watch?v=UgL7xTERfxw,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:29.451942250Z
2026-01-21 14:36:29.448 | INFO     | backend.pipeline.stages.source_identity:build_source_identity_from_video:135 - Building identity for SRC_3: Untitled Video...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:29.451948688Z
2026-01-21 14:36:29.449 | INFO     | backend.pipeline.transcript_acquisition:acquire_transcript:279 - Tier 1 (Supadata): https://www.youtube.com/watch?v=UgL7xTERfxw...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:29.451955584Z
2026-01-21 14:36:29.466 | INFO     | backend.integrations.supadata_client:get_transcript:94 - Supadata transcript: https://www.youtube.com/watch?v=UgL7xTERfxw... (mode=native),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:29.469426737Z
2026-01-21 14:36:30.815 | INFO     | backend.integrations.supadata_client:get_transcript:94 - Supadata transcript: https://www.youtube.com/watch?v=hmx5auvTspU... (mode=native),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:31.288673054Z
2026-01-21 14:36:30.801 | INFO     | backend.pipeline.transcript_acquisition:acquire_transcript:282 - ✓ Supadata success for https://www.youtube.com/watch?v=UgL7xTERfxw,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:31.288707072Z
2026-01-21 14:36:30.802 | INFO     | backend.pipeline.stages.source_identity:build_source_identity_from_video:154 -   ✓ Transcript acquired via supadata (mode: transcript_grounded),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:31.288718396Z
"[2026-01-21 14:36:30,799: INFO/ForkPoolWorker-2] HTTP Request: GET https://api.supadata.ai/v1/transcript?url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DUgL7xTERfxw&mode=native&lang=en ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:31.288721253Z
2026-01-21 14:36:30.802 | INFO     | backend.worker:_run_mixed_input_job:208 - [70f70780-2ae5-4a1a-acd3-514200db5014] Building identity for video: https://www.youtube.com/watch?v=hmx5auvTspU,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:31.288728980Z
2026-01-21 14:36:30.802 | INFO     | backend.pipeline.stages.source_identity:build_source_identity_from_video:135 - Building identity for SRC_4: Untitled Video...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:31.288740940Z
2026-01-21 14:36:30.802 | INFO     | backend.pipeline.transcript_acquisition:acquire_transcript:279 - Tier 1 (Supadata): https://www.youtube.com/watch?v=hmx5auvTspU...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:31.288750350Z
"[2026-01-21 14:36:32,058: INFO/ForkPoolWorker-2] HTTP Request: GET https://api.supadata.ai/v1/transcript?url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3Dhmx5auvTspU&mode=native&lang=en ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280530318Z
2026-01-21 14:36:32.081 | INFO     | backend.pipeline.transcript_acquisition:acquire_transcript:282 - ✓ Supadata success for https://www.youtube.com/watch?v=hmx5auvTspU,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280534851Z
2026-01-21 14:36:32.081 | INFO     | backend.pipeline.stages.source_identity:build_source_identity_from_video:154 -   ✓ Transcript acquired via supadata (mode: transcript_grounded),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280539744Z
2026-01-21 14:36:32.081 | INFO     | backend.worker:_run_mixed_input_job:333 - [70f70780-2ae5-4a1a-acd3-514200db5014] Built 4 source identity packages,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280544861Z
"2026-01-21 14:36:32.082 | DEBUG    | backend.state.impl.supabase_store:_patch_job:530 - Updating job 70f70780-2ae5-4a1a-acd3-514200db5014 in Supabase with keys: ['progress_percent', 'stage', 'stage_started_at']","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280551433Z
"[2026-01-21 14:36:32,195: INFO/ForkPoolWorker-2] HTTP Request: PATCH https://lmkqozgsrwisozebskzd.supabase.co/rest/v1/jobs?id=eq.70f70780-2ae5-4a1a-acd3-514200db5014 ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280553649Z
"[2026-01-21 14:36:32,142: INFO/ForkPoolWorker-2] HTTP Request: PATCH https://lmkqozgsrwisozebskzd.supabase.co/rest/v1/jobs?id=eq.70f70780-2ae5-4a1a-acd3-514200db5014 ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280558771Z
2026-01-21 14:36:32.144 | INFO     | backend.pipeline.stage_runner:run_stage_with_recovery:54 - [70f70780-2ae5-4a1a-acd3-514200db5014] Running stage: semantic_extraction,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280563372Z
2026-01-21 14:36:32.144 | INFO     | backend.pipeline.stages.semantic_extraction:stage_semantic_extraction:582 - [70f70780-2ae5-4a1a-acd3-514200db5014] Stage: Semantic Extraction,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280570529Z
2026-01-21 14:36:32.196 | INFO     | backend.pipeline.stages.semantic_extraction:stage_semantic_extraction:682 - Processing SRC_1 (youtube) in transcript_grounded mode,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280571282Z
"2026-01-21 14:36:32.144 | DEBUG    | backend.state.impl.supabase_store:_patch_job:530 - Updating job 70f70780-2ae5-4a1a-acd3-514200db5014 in Supabase with keys: ['progress_percent', 'stage', 'stage_started_at']","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280576821Z
2026-01-21 14:36:32.231 | INFO     | backend.pipeline.stages.semantic_extraction:extract_semantic_structure:413 - Extracting semantic structure from SRC_1 (mode: transcript_grounded),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280584865Z
2026-01-21 14:36:32.231 | INFO     | backend.integrations.gemini_client:generate_json:549 - Gemini JSON generation (gemini-2.5-pro): You are a semantic research analyst.,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280594940Z
,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280609034Z
"Your job is NOT to summarize, explain, per...","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280617957Z
"[2026-01-21 14:36:32,233: INFO/ForkPoolWorker-2] AFC is enabled with max remote calls: 10.","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:32.280629034Z
"[2026-01-21 14:37:39,354: INFO/ForkPoolWorker-2] HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-pro:generateContent ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609300634Z
"2026-01-21 14:37:39.359 | INFO     | backend.integrations.gemini_client:generate_json:634 - Gemini JSON response: 16432 chars, ~$0.0311","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609310402Z
2026-01-21 14:37:39.359 | DEBUG    | backend.pipeline.semantic_validation:validate_semantic_extraction:960 - Running schema validation...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609317178Z
2026-01-21 14:37:39.360 | DEBUG    | backend.pipeline.semantic_validation:validate_semantic_extraction:970 - Running grounding validation...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609327384Z
2026-01-21 14:37:39.360 | DEBUG    | backend.pipeline.semantic_validation:validate_semantic_extraction:976 - Running ceiling enforcement validation...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609334971Z
2026-01-21 14:37:39.360 | DEBUG    | backend.pipeline.semantic_validation:validate_semantic_extraction:987 - Running structural sufficiency validation...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609340634Z
2026-01-21 14:37:39.360 | DEBUG    | backend.pipeline.semantic_validation:validate_semantic_extraction:997 - Calibrating confidence...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609345750Z
"2026-01-21 14:37:39.360 | INFO     | backend.pipeline.semantic_validation:validate_semantic_extraction:1014 - Validation complete: status=success, confidence=medium, warnings=2","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609350818Z
2026-01-21 14:37:39.395 | INFO     | backend.pipeline.stages.semantic_extraction:stage_semantic_extraction:725 - [SRC_1] Running LLM Judge (GPT-4o) validation,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609356100Z
2026-01-21 14:37:39.397 | INFO     | backend.pipeline.llm_judge:validate_extraction_with_judge:262 - [SRC_1] Running GPT-4o cross-model validation,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:37:42.609361361Z
"[2026-01-21 14:38:02,993: INFO/ForkPoolWorker-2] HTTP Request: POST https://api.openai.com/v1/chat/completions ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:38:12.766148727Z
"2026-01-21 14:38:03.009 | INFO     | backend.pipeline.llm_judge:validate_extraction_with_judge:301 - [SRC_1] Judge result: quality=high, valid=4, questionable=0, invalid=0, hallucination_flags=0, cost=$0.0345","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:38:12.766155291Z
"2026-01-21 14:38:03.010 | INFO     | backend.pipeline.stages.semantic_extraction:stage_semantic_extraction:749 - [SRC_1] LLM Judge: [ItemReview(item_id='KP_1', item_type='key_point', verdict=<JudgeVerdict.VALID: 'valid'>, grounding='grounded', issues=[], evidence_found=""Carlos Ghosn, a name once lauded amongst the world's captains of industry... It was however his time spent as the head of Nissan that saw Ghosn rise to global fame, when he took the company from bankruptcy to financial success once more."", suggested_confidence='high', explanation=""The key point is well-supported by the source text, which explicitly mentions Ghosn's rise to fame and his arrest.""), ItemReview(item_id='KP_2', item_type='key_point', verdict=<JudgeVerdict.VALID: 'valid'>, grounding='grounded', issues=[], evidence_found=""Ghosn had been the target of an internal Nissan investigation... a laundry list of financial misdeeds was discovered, all centered around the use of Nissan funds for Ghosn's personal gain."", suggested_confidence='high', explanation='The key point is directly supported by the source text, which details the financial misconduct allegations against Ghosn.'), ItemReview(item_id='KP_3', item_type='key_point', verdict=<JudgeVerdict.VALID: 'valid'>, grounding='grounded', issues=[], evidence_found='In Japanese culture, CEOs are not the sociopathic, greedy, aggressive, intimidating figures... Japanese CEO culture strives for a sense of humility and modesty...', suggested_confidence='high', explanation=""The key point is grounded in the source text, which contrasts Ghosn's actions with Japanese CEO cultural norms.""), ItemReview(item_id='KP_4', item_type='key_point', verdict=<JudgeVerdict.VALID: 'valid'>, grounding='grounded', issues=[], evidence_found=""The exact details of Ghosn's escape are unclear though, and some sources state that Ghosn may have sneaked out of his home... Once Ghosn was in Lebanon, Japan immediately requested Interpol issue a red notice for his arrest..."", suggested_confidence='high', explanation=""The key point is supported by the source text, which describes Ghosn's escape and the subsequent legal actions."")] items, 0 hallucinations flagged, quality=high","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:38:12.766161034Z
